Filename,Category,URL
Saucony Creek Brewing Company LLC Affiliate Agreement 8-19-24.pdf,Saucony Creek Brewing Company LLC,https://drive.google.com/file/d/1esewVGD2V7bRnWpAisQP3_tw7FzWmu6p/view,1,0,,Total Item Level,291
20240807 - McLures Invoice 0088404 - Sap House.pdf,Honey,https://drive.google.com/file/d/1F_CQojBmy-S_wp3SemNwIdiFI6Ccq1t9/view,1,1,,Total Invoices,383
20240305 Sticker Mule - Ore Dock R621872644.pdf,Stickers,https://drive.google.com/file/d/1083DMIUYdPA4uBbmPTi85inquaSuGX1L/view,1,1,,Missing Headers,#REF!
20240502 Sticker Mule - Ore Dock R155256703.pdf,Stickers,https://drive.google.com/file/d/1OnzTyi7qr2UQzDO18SuDRHmJ4l1jFDw6/view,1,1,,Missing Items,92
20240523 Northwestern Extracts - Ore Dock Invoice 0060895.pdf,Fruit Extracts,https://drive.google.com/file/d/10x8d9ku4a8ic_DWb0SZKeNu2nZtLSivd/view,1,1,,,
20240216 Northwestern Extracts - Ore Dock Invoice 0059694.pdf,Fruit Extracts,https://drive.google.com/file/d/1sUZavmhLAr6epmuw71X9gxmyDKdqIE93/view,1,1,,,
20240327 Northwestern Extracts - Ore Dock Invoice 0060134.pdf,Fruit Extracts,https://drive.google.com/file/d/12db19ongYPu7xD4EkrspdtkKY3ZoW4i5/view,1,1,,,
20240820 - GLCC Co. IVC3956 - Sap House Meadery.pdf,Fruit Aseptic,https://drive.google.com/file/d/14Q1NaxjndwW4V5KoGNroncogzskCYXMv/view,1,1,,,
20240730 - GLCC Co. IVC0000003901 - Saphouse.pdf,Fruit Aseptic,https://drive.google.com/file/d/18aIsyAxO2YduuZwI-pAW8WE0INHu0We2/view,0,0,,,
20240207 Oregon Fruit - Ore Dock Invoice 239219.pdf,Fruit Aseptic,https://drive.google.com/file/d/1knAKnPFrhqm6bX8d0LjH-UWylMdDujdl/view,1,1,,,
20240312 HDS - Helltown - Invoice120897-1-merch.pdf,Merchandise,https://drive.google.com/file/d/1oknQJn5T8GvgvS_AWc_sXgOgiw-q4Ikn/view,1,1,,,
20240508 Briess - Ore Dock Sales Invoice SI024421.pdf,Briess,https://drive.google.com/file/d/1KKFUGT2rudcVxyk4cjQ1RDxN3i8Svzqf/view,1,1,,,
20240326 Briess - Ore Dock Sales Invoice SI022919.pdf,Briess,https://drive.google.com/file/d/1OIKrFISS2TEO0OZrdT9VOe3WYYehEykP/view,0,0,,,
20240318 Briess - Ore Dock Sales Invoice SI022585.pdf,Briess,https://drive.google.com/file/d/1VLwj-GlvTflcGR3WBcV3s-1Viip_Zlt8/view,1,1,,,
20240605 Briess - Ore Docks Sales Invoice SI025322.pdf,Briess,https://drive.google.com/file/d/1SbJis-chlAyfibTIklLnCE6nJHdq7w7f/view,1,0,,,
20240529 Briess - Ore Dock Sales Invoice SI025077.pdf,Briess,https://drive.google.com/file/d/1pcQyKIoeBOnM-ZB12pTSbb4wax5OYOaB/view,1,1,,,
20240610 Briess - Ore Dock Sales Invoice SI025435.pdf,Briess,https://drive.google.com/file/d/1oVoPw8F_tbSAo2fYu18lGx6ZFRhUg-Dh/view,1,0,,,
20240514 Briess - Ore Dock Sales Invoice SI024608.pdf,Briess,https://drive.google.com/file/d/1P_UAlsjM5z6nHCHBPX2PHGr1hOa1I3gr/view,1,1,,,
20240222 Briess - Ore Dock Sales Invoice SI021810.pdf,Briess,https://drive.google.com/file/d/1SQuVvs_6-I0YLxpS3l77111VgGTAzAMA/view,0,0,,,
20240605 Briess - Ore Dock Sales Invoice SI025323.pdf,Briess,https://drive.google.com/file/d/1wKeWarlSRgoMu1XU9NQZ_lPUrDYPGb0P/view,1,1,,,
20240418 Briess - Ore Dock Sales Invoice SI023741.pdf,Briess,https://drive.google.com/file/d/1SDmh3q9_8xqCHlQpcAilsMvKm-Ll4Jgr/view,1,1,,,
20240301 Briess - Ore Dock Sales Invoice SI022067.pdf,Briess,https://drive.google.com/file/d/1sUHITyOiGjHCf7SAMhs3a7DJA3ODCiLb/view,1,1,,,
20240520 Briess - Ore Dock Sales Invoice SI024792.pdf,Briess,https://drive.google.com/file/d/10i_T9Pd1v3T163fJ0miT0kR1YJokWs0r/view,1,0,,,
20240501 Briess - Ore Dock Sales Invoice SI024185.pdf,Briess,https://drive.google.com/file/d/1xCt-HxlKIpqlM-3aAhLQtOpUjGpie3v2/view,1,1,,,
20240325 - Briess Sales - Earth Rider Invoice SI022861.pdf,Briess,https://drive.google.com/file/d/1bYmMrKbe8N6hWInpeGFJtgX_36XZ0LVI/view,1,1,,,
20240305 Proximity Malt - Helltown.pdf,Proximity,https://drive.google.com/file/d/10_LMHXyPCR9xHVbnbeK8LsgWD78KaLdb/view,1,1,,,
20240730 - Malteurop - Invoice n┬░ 0031174061 - Hobbs.pdf,Malteurop,https://drive.google.com/file/d/1aItQHyp5FhbK_lo4OfyGKuN7bvmr_FcN/view,1,1,,,
20240708 - Malteurop - Invoice n┬░ 0031173254 - Hobbs.pdf,Malteurop,https://drive.google.com/file/d/1pOpy_SshLenSifQvt-KJjPJOxJP6c2jC/view,0,0,,,
20240619 - Malteurop - Invoice n┬░ 0031172693 - Hobbs.pdf,Malteurop,https://drive.google.com/file/d/11UsxUEDNKppBS_NjF83G8uwwKuGdoEKo/view,1,1,,,
